,total_sqft,bath,price,site_location,bhk
9552,1182.0,2.0,60.1,Somwar Peth,3
9553,645.0,1.0,55.0,Somwar Peth,1
9554,1166.0,2.0,37.29,Somwar Peth,2
9555,1268.0,2.0,56.0,Somwar Peth,2
9556,1232.0,2.0,69.61,Somwar Peth,2
9557,2950.0,4.0,253.0,Somwar Peth,4
9559,1700.0,3.0,90.0,Somwar Peth,3
9560,1080.0,2.0,38.0,Somwar Peth,2
9561,1800.0,3.0,128.0,Somwar Peth,3
9562,1672.0,3.0,86.0,Somwar Peth,3
9563,5400.0,5.0,475.0,Somwar Peth,4
9564,1289.0,2.0,70.0,Somwar Peth,2
9565,1169.0,2.0,50.11,Somwar Peth,2
9566,1165.0,1.0,42.09,Somwar Peth,2
9567,1183.0,2.0,79.54,Somwar Peth,2
9570,1200.0,2.0,44.4,Somwar Peth,2
9571,1260.0,2.0,83.5,Somwar Peth,2
9572,1740.0,3.0,150.0,Somwar Peth,3
9573,1596.0,3.0,118.0,Somwar Peth,3
9574,1274.0,2.0,90.0,Somwar Peth,2
9575,1048.0,2.0,44.0,Somwar Peth,2
9576,1499.0,5.0,102.0,Swargate,3
9578,1210.0,2.0,80.9,Swargate,2
9579,1050.0,2.0,65.0,Swargate,2
9585,3260.0,4.0,240.0,Swargate,4
9586,1865.0,3.0,145.0,Swargate,3
9587,485.0,1.0,15.0,Swargate,1
9588,980.0,2.0,69.0,Swargate,2
9589,440.0,1.0,16.5,Swargate,1
9591,1000.0,4.0,66.0,Swargate,3
9593,1840.0,3.0,98.0,Swargate,3
9594,1455.0,2.0,145.0,Swargate,2
9595,1255.0,2.0,73.0,Swargate,2
9599,1825.0,3.0,105.0,Swargate,3
9602,1375.0,2.0,80.0,Swargate,2
9607,2000.0,3.0,200.0,Swargate,3
9608,1584.0,3.0,145.0,Swargate,4
9609,3595.0,6.0,360.0,Swargate,4
9611,1730.0,3.0,120.0,Swargate,3
9612,1200.0,3.0,165.0,Swargate,3
9614,1280.0,2.0,75.0,Swargate,2
9617,1592.0,3.0,91.0,Swargate,3
9621,1725.0,3.0,110.0,Swargate,3
9622,4640.0,4.0,600.0,Swargate,4
9624,654.0,1.0,37.0,Swargate,1
9625,1255.0,2.0,95.0,Swargate,3
9629,2396.0,4.0,325.0,Swargate,4
9633,2100.0,4.0,150.0,Swargate,4
9635,1532.5,3.0,84.29,Swargate,3
9643,3000.0,4.0,240.0,Swargate,4
9645,1199.0,2.0,85.0,Swargate,2
9647,1210.0,2.0,75.0,Swargate,2
9649,2000.0,4.0,138.0,Swargate,3
9652,620.0,2.0,48.0,Swargate,1
9654,1200.0,1.0,81.0,Swargate,2
9656,520.0,2.0,29.0,Swargate,1
9657,1872.0,3.0,152.0,Swargate,3
9658,418.0,2.0,11.5,Swargate,1
9660,1620.0,3.0,95.0,Swargate,3
9661,1262.0,2.0,83.0,Swargate,3
9662,1200.0,2.0,66.0,Swargate,3
9667,1200.0,2.0,72.0,Swargate,2
9668,600.0,2.0,65.0,Swargate,2
9669,470.0,1.0,21.0,Swargate,1
9670,1607.0,2.0,112.0,Swargate,3
9673,630.0,1.0,46.0,Swargate,1
9676,1200.0,2.0,70.0,Swargate,2
9677,1491.0,3.0,85.0,Swargate,3
9679,2350.0,5.0,325.0,Swargate,5
9682,1880.0,4.0,110.0,Swargate,3
9684,1200.0,2.0,66.0,Swargate,1
9685,410.0,1.0,48.0,Swargate,1
9686,1920.0,3.0,150.0,Swargate,3
9690,1843.0,3.0,95.0,Swargate,3
9691,1991.0,4.0,100.0,Swargate,3
9692,1274.0,2.0,90.0,Swargate,2
9693,1390.0,2.0,69.49,Swargate,3
9694,1750.0,3.0,100.0,Swargate,3
9695,525.0,1.0,26.0,Swargate,1
9696,1150.0,3.0,65.0,Swargate,3
9698,1710.0,3.0,110.0,Swargate,3
9699,4600.0,9.0,150.0,Swargate,9
9701,3000.0,7.0,210.0,Tilak Road,6
9702,1700.0,3.0,155.0,Tilak Road,3
9703,4111.0,4.0,250.0,Tilak Road,4
9704,1490.0,3.0,84.0,Tilak Road,3
9705,1132.5,2.0,48.13,Tilak Road,2
9706,1142.0,2.0,70.0,Tilak Road,2
9709,1050.0,2.0,42.0,Tilak Road,2
9711,1614.0,3.0,95.0,Tilak Road,3
9712,1258.0,2.0,63.53,Tilak Road,2
9713,1200.0,2.0,53.0,Tilak Road,2
9715,1870.0,3.0,110.0,Tilak Road,3
9716,1128.0,2.0,64.0,Tilak Road,2
9717,800.0,1.0,50.0,Tilak Road,2
9718,1250.0,2.0,60.0,Tilak Road,2
9719,1200.0,4.0,75.0,Tilak Road,4
9721,1300.0,3.0,65.0,Tilak Road,3
9722,1055.0,2.0,45.35,Tilak Road,2
9723,1165.0,2.0,75.0,Tilak Road,2
9724,1065.0,2.0,42.6,Tilak Road,2
9725,2800.0,3.0,250.0,Tilak Road,3
9726,1280.0,2.0,60.0,Tilak Road,2
9727,1020.07,2.0,68.38,Tilak Road,2
9728,1785.0,3.0,94.0,Tilak Road,3
9729,1050.0,2.0,48.0,Tilak Road,2
9730,3500.0,5.0,275.0,Tilak Road,3
9731,1200.0,4.0,125.0,Tilak Road,4
9732,703.0,1.0,52.0,Tilak Road,1
9733,4818.0,4.0,390.0,Tilak Road,4
9734,1050.0,2.0,45.0,Tilak Road,2
9735,1070.0,2.0,60.0,Tilak Road,2
9736,2062.0,3.0,140.0,Tilak Road,4
9737,1222.0,2.0,112.0,Tilak Road,2
9738,1070.0,2.0,43.0,Tilak Road,2
9740,1900.0,3.0,150.0,Tilak Road,3
9741,1346.0,2.0,71.32,Tilak Road,2
9742,1000.0,2.0,41.0,Tilak Road,2
9743,1108.0,2.0,87.0,Tilak Road,2
9744,1388.0,3.0,69.99,Tilak Road,3
9745,810.0,1.0,21.0,Tilak Road,1
9746,795.0,2.0,32.0,Tilak Road,2
9747,1440.0,4.0,88.0,Tilak Road,4
9748,1170.0,2.0,33.0,Tilak Road,2
9749,680.0,1.0,46.0,Tilak Road,1
9752,3600.0,6.0,145.0,Tilak Road,8
9753,1255.0,2.0,55.5,Tilak Road,2
9755,1060.0,2.0,37.0,Tilak Road,2
9756,1115.0,2.0,50.0,Tilak Road,2
9757,1375.0,2.0,58.0,Tilak Road,2
9760,2145.0,3.0,165.0,Tilak Road,3
9761,1155.0,2.0,50.125,Tilak Road,2
9762,1280.0,2.0,90.0,Tilak Road,2
9763,1180.0,2.0,41.3,Tilak Road,2
9764,1210.0,2.0,77.0,Tilak Road,2
9765,1200.0,3.0,110.0,Tilak Road,4
9766,1100.0,2.0,44.0,Tilak Road,2
9767,1614.0,3.0,93.0,Tilak Road,3
9768,1400.0,2.0,78.0,Tilak Road,3
9769,1200.0,3.0,98.0,Tilak Road,3
9771,1151.0,2.0,43.6,Tilak Road,2
9773,1165.0,2.0,88.5,Tilak Road,2
9774,2900.0,4.0,240.0,Tilak Road,4
9775,905.0,2.0,50.0,Tilak Road,2
9776,2400.0,4.0,130.0,Tilak Road,3
9777,1072.0,2.0,42.87,Tilak Road,2
9778,680.0,3.0,60.0,Tilak Road,2
9779,1424.0,2.0,80.0,Tilak Road,2
9780,810.0,2.0,25.5,Tilak Road,2
9781,2020.0,3.0,160.0,Tilak Road,3
9782,1190.0,2.0,64.0,Tilak Road,2
9783,1174.0,2.0,74.0,Tilak Road,2
9784,1040.0,2.0,78.0,Tilak Road,2
9785,1334.0,2.0,62.0,Tilak Road,2
9786,2400.0,4.0,240.0,Tilak Road,3
9787,1623.0,3.0,89.0,Tilak Road,3
9788,1200.0,2.0,36.1,Tilak Road,2
9789,2000.0,2.0,75.0,Tilak Road,2
9790,1222.0,2.0,48.0,Tilak Road,2
9791,660.0,1.0,35.0,Tilak Road,1
9792,1225.0,2.0,37.0,Tilak Road,2
9793,1200.0,2.0,85.0,Tilak Road,2
9795,1600.0,3.0,100.0,Tilak Road,3
9796,1255.0,2.0,52.35,Tilak Road,2
9797,740.0,1.0,23.65,Tilak Road,1
9798,1335.0,2.0,73.43,Tilak Road,3
9800,1350.0,2.0,90.0,Tilak Road,2
9801,1032.0,2.0,31.99,Tilak Road,2
9802,1500.0,5.0,95.0,Tilak Road,3
9803,1138.0,2.0,32.0,Tilak Road,2
9804,1377.0,2.0,80.0,Tilak Road,2
9805,1790.0,3.0,105.0,Tilak Road,3
9806,1317.0,2.0,52.0,Tilak Road,2
9807,1510.0,3.0,78.0,Tilak Road,3
9808,955.0,2.0,37.97,Tilak Road,2
9809,1052.0,2.0,34.72,Tilak Road,2
9810,2250.0,3.0,180.0,Tilak Road,3
9812,1350.0,3.0,80.99,Tilak Road,3
9813,1200.0,2.0,70.0,Tilak Road,2
9815,2144.0,3.0,145.0,Uruli Devachi,3
9818,1440.0,2.0,95.0,Uruli Devachi,2
9821,1039.0,2.0,80.0,Uruli Devachi,2
9823,1500.0,3.0,130.0,Uruli Devachi,3
9824,1363.0,2.0,68.0,Uruli Devachi,2
9825,910.0,2.0,42.0,Uruli Devachi,2
9826,680.0,2.0,42.0,Uruli Devachi,2
9827,765.0,2.0,30.0,Uruli Devachi,1
9828,1700.0,4.0,152.0,Uruli Devachi,4
9829,1268.0,2.0,73.0,Uruli Devachi,2
9831,1304.0,2.0,79.0,Uruli Devachi,2
9832,760.0,1.0,50.3,Uruli Devachi,1
9833,1274.0,2.0,70.0,Uruli Devachi,2
9834,1340.0,3.0,90.0,Uruli Devachi,3
9835,1703.0,3.0,113.0,Uruli Devachi,3
9836,1750.0,3.0,110.0,Uruli Devachi,3
9839,1495.0,2.0,79.5,Uruli Devachi,2
9841,1500.0,3.0,102.0,Uruli Devachi,3
9844,1350.0,2.0,86.0,Uruli Devachi,2
9845,1532.0,3.0,115.0,Uruli Devachi,3
9846,1874.0,4.0,130.0,Uruli Devachi,3
9848,3000.0,5.0,270.0,Uruli Devachi,4
9849,1280.0,4.0,115.0,Uruli Devachi,4
9853,1197.0,2.0,79.0,Uruli Devachi,2
9855,905.0,1.0,52.0,Uruli Devachi,1
9856,1060.0,2.0,65.0,Uruli Devachi,2
9859,1278.0,2.0,90.0,Uruli Devachi,2
9860,1224.0,2.0,70.0,Uruli Devachi,2
9861,3930.0,7.0,329.0,Uruli Devachi,5
9862,883.0,2.0,50.0,Uruli Devachi,2
9863,1191.0,2.0,90.0,Uruli Devachi,2
9864,1245.0,2.0,62.0,Uruli Devachi,2
9865,1047.0,2.0,91.0,Uruli Devachi,2
9866,1600.0,3.0,95.0,Uruli Devachi,3
9868,1013.0,2.0,51.0,Uruli Devachi,2
9869,900.0,2.0,65.0,Uruli Devachi,3
9870,1693.0,3.0,125.0,Uruli Devachi,3
9871,1639.0,3.0,129.0,Uruli Devachi,3
9872,1245.0,2.0,100.0,Uruli Devachi,2
9873,1050.0,2.0,55.0,Uruli Devachi,2
9875,1417.0,2.0,76.0,Uruli Devachi,3
9878,1149.0,2.0,65.0,Uruli Devachi,2
9881,1060.0,2.0,50.0,Uruli Devachi,2
9882,1280.0,2.0,61.0,Uruli Devachi,2
9885,560.0,1.0,21.0,Uruli Devachi,1
9886,500.0,1.0,16.0,Uruli Devachi,1
9889,1155.0,2.0,65.0,Uruli Devachi,2
9891,1130.0,2.0,63.0,Uruli Devachi,2
9892,1140.0,2.0,65.0,Uruli Devachi,2
9895,3628.0,4.0,246.0,Uruli Devachi,4
9898,1025.0,2.0,60.0,Uruli Devachi,2
9899,1155.0,2.0,69.0,Uruli Devachi,2
9900,1981.0,3.0,134.0,Uruli Devachi,3
9901,1920.0,4.0,121.0,Uruli Devachi,3
9904,2000.0,3.0,125.0,Uruli Devachi,3
9905,2050.0,3.0,135.0,Uruli Devachi,3
9906,1056.0,2.0,70.0,Uruli Devachi,2
9907,700.0,2.0,36.0,Uruli Devachi,2
9908,1920.0,3.0,134.0,Uruli Devachi,3
9910,4800.0,5.0,350.0,Uruli Devachi,4
9915,1125.0,2.0,75.0,Uruli Devachi,2
9916,1195.0,2.0,75.0,Uruli Devachi,2
9917,1305.0,2.0,90.0,Uruli Devachi,2
9918,747.0,1.0,27.0,Uruli Devachi,1
9921,1717.0,3.0,125.0,Uruli Devachi,3
9923,1100.0,2.0,64.08,Uruli Devachi,2
9924,1175.0,2.0,65.0,Uruli Devachi,2
9926,1704.0,3.0,110.0,Vadgaon Budruk,3
9928,1600.0,2.0,108.0,Vadgaon Budruk,3
9930,1550.0,3.0,100.0,Vadgaon Budruk,3
9931,2760.0,4.0,155.0,Vadgaon Budruk,4
9932,1500.0,2.0,95.0,Vadgaon Budruk,3
9933,2169.0,4.0,115.0,Vadgaon Budruk,3
9937,1297.0,2.0,112.0,Vadgaon Budruk,2
9939,2422.0,4.0,160.0,Vadgaon Budruk,4
9940,1429.0,3.0,86.0,Vadgaon Budruk,3
9942,1521.0,3.0,94.99,Vadgaon Budruk,3
9943,1200.0,2.0,66.0,Vadgaon Budruk,3
9944,1500.0,3.0,88.0,Vadgaon Budruk,3
9946,4850.0,6.0,385.0,Vadgaon Budruk,4
9951,1610.0,3.0,92.0,Vadgaon Budruk,3
9954,1610.0,2.0,115.0,Vadgaon Budruk,3
9955,1460.0,2.0,73.0,Vadgaon Budruk,3
9956,1460.0,3.0,71.0,Vadgaon Budruk,3
9957,1664.0,2.0,93.865,Vadgaon Budruk,3
9958,1327.0,2.0,85.0,Vadgaon Budruk,2
9959,3785.0,6.0,280.0,Vadgaon Budruk,4
9961,1559.0,3.0,127.0,Vadgaon Budruk,3
9964,656.0,1.0,53.0,Vadgaon Budruk,1
9965,1385.0,2.0,76.18,Vadgaon Budruk,3
9969,1046.0,2.0,75.0,Vadgaon Budruk,2
9975,1025.0,2.0,66.0,Vadgaon Budruk,2
9977,630.5,1.0,32.15,Vadgaon Budruk,1
9980,3600.0,6.0,303.0,Vadgaon Budruk,6
9983,1200.0,2.0,80.0,Vadgaon Budruk,2
9985,720.0,1.0,60.0,Vadgaon Budruk,1
9988,1230.0,3.0,60.0,Vadgaon Budruk,3
9989,1685.0,3.0,135.0,Vadgaon Budruk,3
9991,1350.0,3.0,75.0,Vadgaon Budruk,3
9993,1492.0,3.0,88.0,Vadgaon Budruk,3
9996,1745.0,2.0,98.485,Vadgaon Budruk,3
10002,1420.0,3.0,68.0,Vadgaon Budruk,3
10004,1837.0,3.0,142.0,Vadgaon Budruk,3
10005,3900.0,6.0,260.0,Vadgaon Budruk,6
10008,1603.0,2.0,125.0,Vadgaon Budruk,3
10010,1430.0,3.0,70.0,Vadgaon Budruk,3
10013,4000.0,6.0,230.0,Vadgaon Budruk,6
10015,840.0,1.0,57.0,Vadgaon Budruk,1
10016,581.0,1.0,29.0,Vadgaon Budruk,1
10017,1940.0,4.0,116.0,Vadgaon Budruk,3
10018,1335.0,2.0,95.0,Vadgaon Budruk,2
10019,3019.0,6.0,190.0,Vadgaon Budruk,4
10026,1420.0,2.0,99.26,Vadgaon Budruk,2
10029,1342.0,2.0,90.0,Vadgaon Budruk,2
10031,1442.0,3.0,80.0,Vadgaon Budruk,3
10035,1984.0,4.0,148.0,Vadgaon Budruk,3
10036,1760.0,3.0,139.0,Vadgaon Budruk,3
10037,1075.0,2.0,52.57,Vadgaon Budruk,1
10038,1420.0,2.0,100.0,Viman Nagar,3
10039,451.0,1.0,29.9,Viman Nagar,1
10042,1702.0,3.0,130.0,Viman Nagar,3
10044,3206.0,5.0,270.0,Viman Nagar,4
10045,1050.0,2.0,55.5,Viman Nagar,2
10047,1408.0,2.0,85.0,Viman Nagar,2
10048,1132.0,2.0,67.0,Viman Nagar,2
10051,2400.0,3.0,160.0,Viman Nagar,3
10054,955.0,2.0,53.55,Viman Nagar,2
10056,1240.0,2.0,84.0,Viman Nagar,3
10057,1752.12,3.0,116.0,Viman Nagar,3
10060,1626.0,2.0,120.0,Viman Nagar,3
10064,1200.0,2.0,66.0,Viman Nagar,2
10070,1750.0,3.0,150.0,Viman Nagar,3
10071,1890.0,3.0,162.0,Viman Nagar,3
10074,4500.0,5.0,400.0,Viman Nagar,4
10077,640.0,1.0,20.5,Viman Nagar,1
10078,2422.0,3.0,150.0,Viman Nagar,4
10079,1749.0,3.0,117.0,Viman Nagar,3
10080,1610.0,3.0,84.53,Viman Nagar,3
10081,1100.0,2.0,85.0,Viman Nagar,2
10082,1200.0,3.0,96.25,Viman Nagar,3
10083,1800.0,3.0,88.0,Viman Nagar,3
10085,1200.0,2.0,69.0,Viman Nagar,3
10087,1312.0,2.0,69.0,Viman Nagar,2
10090,1680.0,3.0,105.0,Viman Nagar,3
10091,2990.0,5.0,210.0,Viman Nagar,3
10093,1539.0,3.0,85.0,Viman Nagar,3
10094,480.0,1.0,25.0,Viman Nagar,1
10096,1200.0,2.0,76.0,Viman Nagar,2
10097,1200.0,2.0,62.5,Viman Nagar,2
10098,1711.0,3.0,110.0,Viman Nagar,3
10100,2075.0,3.0,175.0,Viman Nagar,3
10102,1859.0,3.0,121.0,Viman Nagar,3
10103,1610.0,3.0,80.48,Viman Nagar,3
10104,1010.0,2.0,55.0,Viman Nagar,2
10105,1847.0,3.0,123.0,Viman Nagar,3
10106,2439.0,4.0,185.0,Viman Nagar,4
10111,1530.0,2.0,74.4,Viman Nagar,3
10113,1293.0,2.0,80.0,Viman Nagar,3
10114,1720.0,2.0,130.0,Viman Nagar,3
10115,1550.0,2.0,98.0,Viman Nagar,3
10118,940.0,2.0,48.0,Viman Nagar,2
10121,1200.0,1.0,70.0,Viman Nagar,2
10123,1293.0,2.0,80.0,Viman Nagar,2
10124,1884.0,4.0,118.0,Viman Nagar,3
10127,1732.0,3.0,112.0,Viman Nagar,3
10129,1035.0,2.0,52.79,Viman Nagar,2
10130,1255.0,3.0,77.68,Viman Nagar,3
10131,900.0,3.0,75.0,Viman Nagar,3
10133,3453.0,4.0,247.0,Viman Nagar,4
10134,1588.0,2.0,90.0,Viman Nagar,3
10135,1460.0,2.0,90.0,Viman Nagar,3
10136,1309.0,2.0,82.0,Viman Nagar,2
10137,1329.0,2.0,107.0,Viman Nagar,2
10138,750.0,1.0,47.0,Viman Nagar,1
10140,1169.0,2.0,64.08,Viman Nagar,2
10141,1610.0,2.0,119.0,Viman Nagar,3
10142,663.0,1.0,32.82,Viman Nagar,1
10143,1820.0,3.0,95.5,Viman Nagar,3
10144,1231.0,2.0,84.5,Viman Nagar,2
10145,1738.0,3.0,110.0,Viman Nagar,3
10147,540.0,1.0,22.5,Viman Nagar,1
10150,1000.0,2.0,70.0,Vishrant Wadi,2
10152,1800.0,3.0,95.0,Vishrant Wadi,3
10153,4144.0,4.0,315.0,Vishrant Wadi,4
10154,775.0,2.0,55.0,Vishrant Wadi,2
10155,1567.0,2.0,92.0,Vishrant Wadi,2
10157,3235.0,3.0,235.0,Vishrant Wadi,3
10160,1100.0,2.0,62.7,Vishrant Wadi,2
10161,1012.0,2.0,66.5,Vishrant Wadi,2
10162,1469.0,3.0,89.0,Vishrant Wadi,3
10166,2900.0,4.0,240.0,Vishrant Wadi,3
10169,1245.0,2.0,68.0,Vishrant Wadi,3
10172,700.0,1.0,30.09,Vishrant Wadi,1
10177,461.82,1.0,31.7,Vishrant Wadi,1
10178,4051.0,4.0,345.0,Vishrant Wadi,4
10181,3300.0,3.0,250.0,Vishrant Wadi,5
10183,650.0,1.0,30.0,Vishrant Wadi,1
10190,1220.0,2.0,68.0,Vishrant Wadi,2
10194,1145.0,2.0,100.0,Vishrant Wadi,2
10197,680.0,1.0,32.64,Vishrant Wadi,1
10199,1255.0,2.0,77.0,Vishrant Wadi,2
10200,2250.0,3.0,113.0,Vishrant Wadi,3
10202,1449.0,3.0,90.0,Vishrant Wadi,3
10208,1800.0,3.0,90.0,Vishrant Wadi,3
10211,1158.0,2.0,75.0,Vishrant Wadi,2
10214,2122.0,3.0,125.0,Vishrant Wadi,3
10216,920.0,2.0,60.0,Vishrant Wadi,2
10217,947.55,2.0,80.0,Vishrant Wadi,2
10220,1718.0,3.0,119.0,Vishrant Wadi,3
10221,1691.0,3.0,113.0,Vishrant Wadi,3
10222,1020.0,2.0,49.87,Vishrant Wadi,1
10223,1645.0,3.0,95.0,Vishrant Wadi,3
10224,1400.0,3.0,90.0,Vishrant Wadi,3
10225,2350.0,4.0,163.0,Vishrant Wadi,3
10226,1200.0,2.0,66.0,Vishrant Wadi,3
10227,3400.0,4.0,235.0,Vishrant Wadi,4
10230,1706.0,3.0,115.0,Vishrant Wadi,3
10233,600.0,1.0,45.0,Vishrant Wadi,1
10234,664.0,1.0,34.0,Vishrant Wadi,1
10239,1205.0,2.0,68.32,Vishrant Wadi,2
10240,1200.0,1.0,45.0,Vishrant Wadi,1
10241,1275.0,3.0,70.0,Vishrant Wadi,3
10248,1314.0,2.0,70.44,Vishrant Wadi,3
10249,1035.0,2.0,90.0,Vishrant Wadi,2
10252,1050.0,2.0,55.0,Vishrant Wadi,2
10257,1206.0,2.0,90.0,Vishrant Wadi,2
10261,1533.0,3.0,75.885,Vishrant Wadi,3
10262,1720.0,3.0,100.0,Vishrant Wadi,3
10264,1060.0,2.0,58.06,Wadgaon Sheri,2
10265,1070.0,2.0,52.0,Wadgaon Sheri,2
10266,861.0,2.0,34.5,Wadgaon Sheri,2
10267,1935.0,3.0,110.0,Wadgaon Sheri,3
10268,1600.0,3.0,86.0,Wadgaon Sheri,3
10270,1070.0,2.0,39.0,Wadgaon Sheri,2
10272,1500.0,2.0,95.0,Wadgaon Sheri,3
10275,1265.0,2.0,85.0,Wadgaon Sheri,2
10276,1015.0,2.0,45.0,Wadgaon Sheri,2
10277,1291.0,2.0,49.0,Wadgaon Sheri,2
10278,1100.0,2.0,50.0,Wadgaon Sheri,2
10280,1045.0,2.0,42.0,Wadgaon Sheri,2
10282,824.0,2.0,60.0,Wadgaon Sheri,2
10283,630.0,1.0,47.0,Wadgaon Sheri,1
10284,540.0,1.0,36.0,Wadgaon Sheri,1
10285,1100.0,2.0,52.0,Wadgaon Sheri,2
10286,990.0,2.0,31.5,Wadgaon Sheri,2
10287,693.0,1.0,34.3,Wadgaon Sheri,1
10288,918.0,2.0,45.0,Wadgaon Sheri,2
10289,1250.0,3.0,71.0,Wadgaon Sheri,3
10291,1070.0,2.0,46.0,Wadgaon Sheri,2
10292,1150.0,2.0,52.8,Wadgaon Sheri,2
10293,1500.0,2.0,80.0,Wadgaon Sheri,3
10294,1485.0,3.0,85.0,Wadgaon Sheri,3
10295,2912.0,6.0,210.0,Wadgaon Sheri,4
10296,3500.0,4.0,245.0,Wadgaon Sheri,4
10297,1302.0,2.0,69.1,Wadgaon Sheri,2
10298,1100.0,2.0,38.0,Wadgaon Sheri,2
10299,1174.0,2.0,59.0,Wadgaon Sheri,2
10300,3100.0,3.0,250.0,Wadgaon Sheri,3
10301,1171.0,2.0,75.0,Wadgaon Sheri,2
10302,1207.0,2.0,79.9,Wadgaon Sheri,2
10303,1680.0,3.0,135.0,Wadgaon Sheri,4
10304,1950.0,3.0,165.0,Wadgaon Sheri,3
10306,1200.0,2.0,75.0,Wadgaon Sheri,3
10307,500.0,1.0,31.0,Wadgaon Sheri,1
10308,1175.0,2.0,69.0,Wadgaon Sheri,2
10309,1175.0,2.0,39.0,Wadgaon Sheri,2
10310,1233.0,2.0,100.0,Wadgaon Sheri,2
10311,1187.0,2.0,37.85,Wadgaon Sheri,2
10313,1250.0,2.0,45.0,Wadgaon Sheri,2
10314,600.0,1.0,25.0,Wadgaon Sheri,2
10315,2254.0,3.0,153.0,Wadgaon Sheri,3
10316,1000.0,2.0,35.0,Wadgaon Sheri,2
10317,1420.0,2.0,75.0,Wadgaon Sheri,3
10319,1460.0,2.0,100.0,Wadgaon Sheri,3
10320,1350.0,3.0,55.0,Wadgaon Sheri,2
10321,1500.0,1.0,60.0,Wadgaon Sheri,1
10322,1100.0,2.0,60.0,Wadgaon Sheri,2
10324,1920.0,3.0,150.0,Wadgaon Sheri,3
10325,1450.0,3.0,100.0,Wadgaon Sheri,3
10326,1498.0,3.0,79.15,Wadgaon Sheri,3
10327,1181.7,2.0,100.0,Wadgaon Sheri,2
10329,1267.0,2.0,90.33,Wadgaon Sheri,2
10331,1101.0,2.0,66.0,Wadgaon Sheri,2
10333,1336.0,2.0,86.0,Wadgaon Sheri,2
10334,1703.0,3.0,130.0,Wadgaon Sheri,3
10335,1290.0,2.0,89.9,Wadgaon Sheri,2
10336,1950.0,3.0,125.0,Wadgaon Sheri,3
10338,1278.0,3.0,70.0,Wadgaon Sheri,3
10339,1135.0,2.0,58.0,Wadgaon Sheri,2
10340,1113.0,2.0,70.0,Wadgaon Sheri,2
10341,700.0,2.0,40.0,Wadgaon Sheri,2
10342,980.0,2.0,77.44,Wadgaon Sheri,2
10344,1012.0,2.0,58.0,Wadgaon Sheri,2
10346,1201.0,2.0,65.0,Wadgaon Sheri,2
10347,3418.0,2.0,222.0,Wadgaon Sheri,4
10348,1296.0,2.0,70.0,Wadgaon Sheri,2
10349,1590.0,3.0,105.0,Wadgaon Sheri,3
10351,4500.0,4.0,330.0,Wadgaon Sheri,4
10352,1550.0,3.0,96.0,Wadgaon Sheri,3
10354,1447.0,3.0,76.0,Wadgaon Sheri,2
10357,750.0,2.0,40.0,Wadgaon Sheri,2
10358,1396.0,3.0,74.0,Wadgaon Sheri,3
10359,1100.0,2.0,50.0,Wadgaon Sheri,2
10360,940.0,2.0,35.0,Wadgaon Sheri,2
10361,866.0,2.0,32.0,Wadgaon Sheri,2
10362,1113.0,2.0,52.0,Wadgaon Sheri,2
10363,1250.0,2.0,68.75,Wadgaon Sheri,2
10367,1362.0,2.0,85.0,Wadgaon Sheri,2
10368,1196.0,2.0,60.0,Wadgaon Sheri,2
10369,1200.0,3.0,110.0,Wadgaon Sheri,3
10371,1000.0,2.0,28.88,Wagholi,2
10372,1025.0,2.0,46.0,Wagholi,2
10373,1490.0,3.0,78.8,Wagholi,3
10374,1400.0,3.0,77.0,Wagholi,3
10375,1270.0,2.0,98.0,Wagholi,2
10376,2100.0,3.0,125.0,Wagholi,3
10377,1141.0,2.0,38.55,Wagholi,2
10378,667.0,1.0,36.85,Wagholi,1
10379,1639.0,3.0,80.0,Wagholi,3
10380,1200.0,3.0,66.0,Wagholi,3
10381,775.0,2.0,38.0,Wagholi,2
10382,1410.0,2.0,75.0,Wagholi,3
10383,940.0,2.0,49.0,Wagholi,2
10385,1260.0,2.0,57.6,Wagholi,2
10386,551.0,1.0,30.0,Wagholi,1
10387,883.0,2.0,39.0,Wagholi,2
10388,1150.0,2.0,63.0,Wagholi,2
10389,1765.0,3.0,105.0,Wagholi,3
10391,1687.0,3.0,127.0,Wagholi,3
10392,790.5,1.0,41.9,Wagholi,1
10393,925.0,2.0,25.0,Wagholi,2
10394,1120.0,2.0,43.0,Wagholi,2
10395,1165.0,2.0,95.0,Wagholi,2
10396,1372.0,2.0,61.0,Wagholi,2
10397,1272.0,4.0,75.0,Wagholi,3
10399,1262.0,2.0,75.0,Wagholi,2
10400,1210.0,2.0,102.0,Wagholi,2
10402,1230.0,2.0,48.0,Wagholi,2
10403,1200.0,3.0,67.75,Wagholi,3
10405,1868.0,3.0,135.0,Wagholi,3
10406,500.0,1.0,24.0,Wagholi,1
10408,1698.0,3.0,102.0,Wagholi,3
10409,1678.0,3.0,125.0,Wagholi,3
10410,416.0,1.0,19.5,Wagholi,1
10411,1190.0,2.0,39.0,Wagholi,2
10412,1691.0,3.0,104.0,Wagholi,3
10413,1151.0,2.0,50.5,Wagholi,2
10415,849.0,2.0,25.4,Wagholi,2
10416,1040.0,2.0,50.0,Wagholi,2
10417,1178.0,2.0,40.43,Wagholi,2
10418,1939.0,3.0,98.0,Wagholi,3
10419,850.0,2.0,42.0,Wagholi,2
10420,1090.0,2.0,54.0,Wagholi,2
10421,2384.0,4.0,165.0,Wagholi,3
